企业名(name),中文名(name_cn),当前一级(tag_l1),当前二级(tag_l2),被审目标标签,是否问题(是/否),原二级(被审那个),建议二级(若问题),理由(≤40字),国家(country),简介(description简)
Vesta Healthcare,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,让居家护理人员与付款人和临床医生共享信息改善治疗效果。为超过5万老年人服务。
Vesta Healthcare,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,让居家护理人员与付款人和临床医生共享信息改善治疗效果。为超过5万老年人服务。
Vytalize Health,,养老服务|金融保险,产业资本|保险|虚拟护理,产业资本,是,产业资本,虚拟护理,产业资本为背景标签，真实业务为虚拟护理（建议移除）,,居家护理+价值医疗模式，为Medicare Advantage人群提供服务。
Wellthy,,养老服务,专业护理|护理平台,专业护理,否,专业护理,,,,技术驱动，数百名全职护理专家，为员工提供从出生到丧亲的护理需求支持。成立于2014年。
Apax Partners,,金融保险,产业资本,产业资本,否,产业资本,,,,Apax Partners是全球知名私募股权投资公司，管理资产超过500亿美元，在医疗健康和养老服务领域有多个投资布局。
宝马,宝马,养老服务,适老化,适老化,否,适老化,,,,BMW（宝马）在银发经济领域聚焦老年人出行，通过车内适老化设计、辅助驾驶技术等提升老年驾驶者的安全性和舒适度。
Bold,,养老服务|文娱社交,健身|居家护理|文娱,居家护理,否,居家护理,,,,定制化老年居家健身方案
Bold,,养老服务|文娱社交,健身|居家护理|文娱,文娱,否,文娱,,,,定制化老年居家健身方案
Brookdale Senior Living,布鲁克代尔,文娱社交,文娱|社交平台,文娱,否,文娱,,,,连锁养老社区
Brookdale Senior Living,布鲁克代尔,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,连锁养老社区
Care.com,,养老服务,专业护理|护理平台,专业护理,否,专业护理,,,,儿童照护、老年照护等全品类照护服务匹配
CareAcademy,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,居家照护从业者职业培训
CareAcademy,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,居家照护从业者职业培训
Current Health,,养老服务|医疗健康,居家护理|远程医疗,居家护理,否,居家护理,,,,居家生命体征监测系统
现名 CoGenerate,现名 CoGenerate,文娱社交,就业|文娱,文娱,否,文娱,,,,资深人才与非营利组织匹配、代际连接项目
Meta,元公司（Meta）,医疗健康|文娱社交|消费品,社交平台|智能硬件|认知症,认知症,否,认知症,,,,Meta（前Facebook）在银发经济领域通过Oculus VR设备为老年人提供社交和认知训练体验，同时研究VR在老年
Meta,元公司（Meta）,医疗健康|文娱社交|消费品,社交平台|智能硬件|认知症,智能硬件,否,智能硬件,,,,Meta（前Facebook）在银发经济领域通过Oculus VR设备为老年人提供社交和认知训练体验，同时研究VR在老年
Meta,元公司（Meta）,医疗健康|文娱社交|消费品,社交平台|智能硬件|认知症,社交平台,否,社交平台,,,,Meta（前Facebook）在银发经济领域通过Oculus VR设备为老年人提供社交和认知训练体验，同时研究VR在老年
Gather,,文娱社交,文娱|社交平台,文娱,否,文娱,,,,机构合作的虚拟直播学习活动
Gather,,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,机构合作的虚拟直播学习活动
GreatCall,,医疗健康|消费品,康复医疗|智能硬件,智能硬件,否,智能硬件,,,,老人手机、一键呼叫可穿戴设备
Greycroft Partners,,金融保险,产业资本,产业资本,否,产业资本,,,,Greycroft Partners是专注早期和成长期投资的VC，在消费科技和医疗健康领域有布局，投资了多个老年科技项目
Hebrew Senior Life,,养老服务|医疗健康,健康管理|养老社区,健康管理,否,健康管理,,,,养老社区与老年医疗服务
Home Instead,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,居家护工服务网络
Home Instead,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,居家护工服务网络
Humana / Aetna / UnitedHealth / Cigna,,金融保险,产业资本,产业资本,否,产业资本,,,,美国四大健康保险巨头（Humana、Aetna、UnitedHealth、Cigna），在Medicare Advant
凯撒医疗,凯撒医疗,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,Kaiser Permanente（凯撒医疗）是美国最大的非营利性整合医疗体系，服务1200万+会员，在老年健康管理和M
Lively,,养老服务|医疗健康,健康管理|居家护理,健康管理,否,健康管理,,,,居家养老健康安全平台
Lively,,养老服务|医疗健康,健康管理|居家护理,居家护理,否,居家护理,,,,居家养老健康安全平台
耐克,耐克,文娱社交,健身|文娱,文娱,否,文娱,,,,运动鞋服、运动装备研发销售
Pivotal Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,Pivotal Ventures是Melinda French Gates创立的投资和慈善机构，关注女性经济赋权和老年人
Primetime Partners,,金融保险,产业资本,产业资本,否,产业资本,,,,Primetime Partners是专注银发经济（50+人群）的风险投资基金，由Alan Patricof创立，投资了
Rendever,,文娱社交,文娱,文娱,否,文娱,,,,老年 VR 社交与云游览服务
Road Scholar,,文娱社交,教育|文娱|旅游,文娱,否,文娱,,,,面向中老年的教育性旅行
三星,三星,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,Samsung（三星）在银发经济领域通过智能健康设备、Digital Health平台和适老化电子产品布局老年健康市场，
三星,三星,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,Samsung（三星）在银发经济领域通过智能健康设备、Digital Health平台和适老化电子产品布局老年健康市场，
斯坦福长寿研究中心,斯坦福长寿研究中心,医疗健康|金融保险,健康管理|养老金融,健康管理,是,健康管理,长寿科技,真实业务更贴合长寿科技,,Stanford Center on Longevity（斯坦福长寿研究中心）是全球顶级老龄化研究机构，研究长寿社会的金
Techstars Future of Longevity Accelerator,,金融保险,产业资本,产业资本,否,产业资本,,,,Techstars Future of Longevity是Techstars旗下专注银发经济的加速器项目，每年孵化10
Tembo Health,,医疗健康,慢病管理|认知症|远程医疗,认知症,否,认知症,,,,老年专科远程医疗服务
村庄网络,村庄网络,文娱社交,文娱|社交平台,文娱,否,文娱,,,,邻里互助养老社区运营
村庄网络,村庄网络,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,邻里互助养老社区运营
Wider Circle,,文娱社交,文娱|社交平台,文娱,否,文娱,,,,邻里互助小组、老年社交与健康管理
Wider Circle,,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,邻里互助小组、老年社交与健康管理
The Villages,,养老服务|文娱社交,养老社区|文娱|社交平台,文娱,否,文娱,,,,美国最大的老年退休社区运营商，社区数量超过175个，分布在美国的28个州。退休社区模式让老年人在统一规划的社区内享受独立
The Villages,,养老服务|文娱社交,养老社区|文娱|社交平台,社交平台,否,社交平台,,,,美国最大的老年退休社区运营商，社区数量超过175个，分布在美国的28个州。退休社区模式让老年人在统一规划的社区内享受独立
August Health,,养老服务,专业护理|养老社区,专业护理,否,专业护理,,,,为老年生活社区（assisted living/nursing home）提供一体化数字化解决方案，包括电子病历(EHR
Cala Health,,医疗健康|消费品|金融保险,产业资本|认知症|智能硬件,认知症,否,认知症,,,,开发FDA批准的非侵入式可穿戴设备，用于缓解特发性震颤（常见于老年人群）。与Medicare保险绑定，为患者提供非药物解
Cala Health,,医疗健康|消费品|金融保险,产业资本|认知症|智能硬件,智能硬件,否,智能硬件,,,,开发FDA批准的非侵入式可穿戴设备，用于缓解特发性震颤（常见于老年人群）。与Medicare保险绑定，为患者提供非药物解
Cala Health,,医疗健康|消费品|金融保险,产业资本|认知症|智能硬件,产业资本,是,产业资本,认知症,产业资本为背景标签，真实业务为认知症（建议移除）,,开发FDA批准的非侵入式可穿戴设备，用于缓解特发性震颤（常见于老年人群）。与Medicare保险绑定，为患者提供非药物解
Synapticure,,养老服务|医疗健康,专业护理|认知症|远程医疗,认知症,否,认知症,,,,致力于改善阿尔茨海默病及相关痴呆症、帕金森病患者的治疗机会和护理效果，同时为护理人员提供支持。连接患者与神经科专家，提供
Synapticure,,养老服务|医疗健康,专业护理|认知症|远程医疗,专业护理,否,专业护理,,,,致力于改善阿尔茨海默病及相关痴呆症、帕金森病患者的治疗机会和护理效果，同时为护理人员提供支持。连接患者与神经科专家，提供
Geri Care,,养老服务|医疗健康,专业护理|健康管理,健康管理,否,健康管理,,,,印度首家专注于老年人的综合医疗服务提供商，2018年创立，提供360度连续护理模式，包括预防、诊断、治疗、康复和长期护理
Geri Care,,养老服务|医疗健康,专业护理|健康管理,专业护理,否,专业护理,,,,印度首家专注于老年人的综合医疗服务提供商，2018年创立，提供360度连续护理模式，包括预防、诊断、治疗、康复和长期护理
Hello Sage,,养老服务,专业护理|养老社区,专业护理,否,专业护理,,,,总部位于纽约的老年生活运营管理平台提供商，为老年社区提供基于云的运营系统，帮助社区优化人员配置、提供更好的住户护理并提供
Papa,,养老服务|医疗健康|文娱社交,专业护理|远程医疗|陪伴服务,专业护理,否,专业护理,,,,技术平台，连接大学生/护理专业学生与老年人，提供交通、家务、陪伴等服务。也被称为优步护工模式，同时与辅助生活社区合作提供
Oak Street Health,橡树街健康,医疗健康|金融保险,产业资本|健康管理,健康管理,是,健康管理,保险,医保/保险属保险,,专注Medicare患者的初级保健连锁诊所，以预防性、全面护理为特色。平均患者年龄68岁，医患配比高，能同时满足看病、学
Oak Street Health,橡树街健康,医疗健康|金融保险,产业资本|健康管理,产业资本,是,产业资本,健康管理,产业资本为背景标签，真实业务为健康管理（建议移除）,,专注Medicare患者的初级保健连锁诊所，以预防性、全面护理为特色。平均患者年龄68岁，医患配比高，能同时满足看病、学
Lifeway Mobility,,养老服务|消费品,适老化改造|智能硬件,智能硬件,否,智能硬件,,,,居家无障碍解决方案公司，销售、安装和维护楼梯升降机、轮椅坡道、轮椅升降机、转运辅助设备、家用电梯和浴室安全产品。提供免费
Humana,,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,美国头部Medicare Advantage运营商
Aetna,,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,美国头部Medicare Advantage运营商
UnitedHealth,,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,美国头部Medicare Advantage运营商
Cigna,,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,美国头部Medicare Advantage运营商
a16z,,金融保险,产业资本,产业资本,否,产业资本,,,,头部风投机构，投资Honor、Bold、Devoted Health等
Battery Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资A Place for Mom、ClearCare
Blue Venture Fund,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Wider Circle
Canaan,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Papa
Comcast Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Papa
Magnify Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Papa
软银愿景基金,软银愿景基金,金融保险,产业资本,产业资本,否,产业资本,,,,软银旗下风投基金，投资Papa
Tiger Global,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Papa
Emerson Collective,,金融保险,产业资本,产业资本,否,产业资本,,,,影响力投资机构，投资Tembo Health、GoodTrust、FreeWill等
Generator Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资ActiveProtective、CareLinx、Vesta Healthcare、Wellthy等
Kaiser Permanente Ventures,,金融保险,产业资本,产业资本,否,产业资本,,,,凯撒医疗旗下风投，投资Vesta Healthcare、SilverLink
Oak HC/FT,,金融保险,产业资本,产业资本,否,产业资本,,,,风投机构，投资Vesta Healthcare、Devoted Health等
Rethink Impact,,金融保险,产业资本,产业资本,否,产业资本,,,,影响力投资机构，投资Wellthy、CareAcademy
Ziegler长寿基金,Ziegler长寿基金,金融保险,产业资本,产业资本,否,产业资本,,,,长寿专项基金，投资二十余家长寿赛道企业
Google,,养老服务|金融保险,产业资本|适老化改造,产业资本,否,产业资本,,,,科技公司，设有职场回归项目吸纳职业中断的资深人才
GE Healthcare,GE医疗,养老服务,居家护理,居家护理,否,居家护理,,,,医疗科技企业，2009年收购居家养老技术企业Living Independently Group
6Degrees,,养老服务|文娱社交|消费品,社交平台|智能硬件|适老化,适老化,是,适老化,智能硬件,真实业务更贴合智能硬件,,可穿戴AI将动作转换为数字命令，控制智能设备
6Degrees,,养老服务|文娱社交|消费品,社交平台|智能硬件|适老化,智能硬件,否,智能硬件,,,,可穿戴AI将动作转换为数字命令，控制智能设备
6Degrees,,养老服务|文娱社交|消费品,社交平台|智能硬件|适老化,社交平台,否,社交平台,,,,可穿戴AI将动作转换为数字命令，控制智能设备
Abbvie,,养老服务|医疗健康,养老机构|药品|认知症,认知症,否,认知症,,,,收购Aliada Therapeutics，获得跨越血脑屏障的阿尔茨海默病候选药物
AceAge,,消费品,智能硬件,智能硬件,否,智能硬件,,,,智慧用药产品，管理3种以上药物
Actif,,医疗健康,认知症,认知症,否,认知症,,,,创建于2021年，针对老年人的体育和认知锻炼
AdhereTech,,医疗健康,健康管理,健康管理,否,健康管理,,,,提醒人们服药并在不服药时干预
ADL Smartcar,,医疗健康,健康管理,健康管理,否,健康管理,,,,健康测评问卷收集老年人群健康数据
Adonis,,文娱社交,文娱|社交平台,文娱,否,文娱,,,,AI收入周期技术，10000+医疗服务供应商
Adonis,,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,AI收入周期技术，10000+医疗服务供应商
Advosense,,养老服务,专业护理,专业护理,否,专业护理,,,,尿失禁数字解决方案
Age Bold,,医疗健康,健康监测|健康管理,健康管理,否,健康管理,,,,在线锻炼、预防跌倒
Age Bold,,医疗健康,健康监测|健康管理,健康监测,否,健康监测,,,,在线锻炼、预防跌倒
AgeWell Global,,文娱社交,就业|文娱|社交平台,文娱,否,文娱,,,,基于同伴的社交参与+移动技术，改善健康结果
AgeWell Global,,文娱社交,就业|文娱|社交平台,社交平台,否,社交平台,,,,基于同伴的社交参与+移动技术，改善健康结果
Aktiia,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,"光学连续血压监测手环，44个国家60,000+用户"
Allwayswithyou,,养老服务|医疗健康,专业护理|认知症|远程医疗,认知症,否,认知症,,,,为痴呆症患者提供个性化护理和帮助，远程护理
Allwayswithyou,,养老服务|医疗健康,专业护理|认知症|远程医疗,专业护理,否,专业护理,,,,为痴呆症患者提供个性化护理和帮助，远程护理
Anatomy Financial,,文娱社交|金融保险,养老金融|文娱|社交平台,文娱,否,文娱,,,,AI金融操作系统，向医疗保险公司收费
Anatomy Financial,,文娱社交|金融保险,养老金融|文娱|社交平台,社交平台,否,社交平台,,,,AI金融操作系统，向医疗保险公司收费
Angels on Call Homecare,,养老服务|医疗健康,居家护理|认知症,认知症,否,认知症,,,,美国第一家获得帕金森病护理认证的家庭护理提供商
Angels on Call Homecare,,养老服务|医疗健康,居家护理|认知症,居家护理,否,居家护理,,,,美国第一家获得帕金森病护理认证的家庭护理提供商
Apple,,医疗健康|消费品|金融保险,产业资本|健康监测|智能硬件,健康监测,否,健康监测,,,,Apple Watch睡眠呼吸暂停检测、跌倒检测；AirPods获FDA批准为助听器
Apple,,医疗健康|消费品|金融保险,产业资本|健康监测|智能硬件,智能硬件,否,智能硬件,,,,Apple Watch睡眠呼吸暂停检测、跌倒检测；AirPods获FDA批准为助听器
Apple,,医疗健康|消费品|金融保险,产业资本|健康监测|智能硬件,产业资本,是,产业资本,健康监测,产业资本为背景标签，真实业务为健康监测（建议移除）,,Apple Watch睡眠呼吸暂停检测、跌倒检测；AirPods获FDA批准为助听器
Apree,,医疗健康,健康管理,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,摩根大通支持的高级初级保健公司，为36000名员工提供医疗保健
AssistMe,,养老服务,专业护理,专业护理,否,专业护理,,,,智能失禁解决方案，护理基础设施
Author Health,,精神健康|金融保险,产业资本|保险|心理健康服务,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,为Medicare Advantage患者提供物质使用障碍和严重精神疾病护理
Auxa Health,,医疗健康|文娱社交,SODH|社交平台,社交平台,否,社交平台,,,,AI驱动的社会护理协调平台，福利导航
Avation Medical,,养老服务|医疗健康|消费品,专业护理|健康管理|智能硬件,健康管理,否,健康管理,,,,可穿戴神经调节设备治疗急迫性尿失禁
Avation Medical,,养老服务|医疗健康|消费品,专业护理|健康管理|智能硬件,专业护理,否,专业护理,,,,可穿戴神经调节设备治疗急迫性尿失禁
Avation Medical,,养老服务|医疗健康|消费品,专业护理|健康管理|智能硬件,智能硬件,否,智能硬件,,,,可穿戴神经调节设备治疗急迫性尿失禁
Axle Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,面向家庭健康的调度和劳动力管理平台
because,,养老服务,专业护理,专业护理,否,专业护理,,,,膀胱渗漏商品品牌
Beta Bionics,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,自主胰岛素输送系统
Better Coliving,,养老服务|文娱社交,养老社区|文娱|社交平台,文娱,否,文娱,,,,老年版Airbnb
Better Coliving,,养老服务|文娱社交,养老社区|文娱|社交平台,社交平台,否,社交平台,,,,老年版Airbnb
Biomotum,,医疗健康|智能科技|消费品,康复医疗|智能硬件|机器人,智能硬件,否,智能硬件,,,,智能辅助设备优化人类移动性，双脚电动自行车技术
Bioniq,,文娱社交|食品营养,文娱|社交平台|营养食品,文娱,否,文娱,,,,AI驱动的个性化补充剂，最多53种成分混合
Bioniq,,文娱社交|食品营养,文娱|社交平台|营养食品,社交平台,否,社交平台,,,,AI驱动的个性化补充剂，最多53种成分混合
Bone Health Technologies,,医疗健康,健康管理|慢病管理,健康管理,否,健康管理,,,,OsteoBoost振动带预防和治疗骨质疏松症，收购Wellen
BrainCheck,,医疗健康|智能科技,AI科技|认知症,认知症,否,认知症,,,,数字认知大脑健康评估工具，游戏化认知评估
BrightSpring Health,,养老服务,居家护理,居家护理,否,居家护理,,,,家庭保健提供商，收购多家组织
Brightview Senior Living,,养老服务|医疗健康,养老机构|认知症,认知症,否,认知症,,,,痴呆症护理养老院，成立于1999年
Care Continuity,,养老服务|智能科技,专业护理|护理平台|数字化,专业护理,否,专业护理,,,,软件+礼宾服务帮助患者护理导航和过渡
CareBridge,,养老服务|文娱社交,居家护理|文娱|社交平台,居家护理,否,居家护理,,,,高风险患者居家和虚拟医疗，2023年Inc.5000榜首，收入8.73亿
CareBridge,,养老服务|文娱社交,居家护理|文娱|社交平台,文娱,否,文娱,,,,高风险患者居家和虚拟医疗，2023年Inc.5000榜首，收入8.73亿
CareBridge,,养老服务|文娱社交,居家护理|文娱|社交平台,社交平台,否,社交平台,,,,高风险患者居家和虚拟医疗，2023年Inc.5000榜首，收入8.73亿
CareCentrix,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,成立于1996年，家庭护理服务提供商
CareCentrix,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,成立于1996年，家庭护理服务提供商
Caredoc,,养老服务,居家护理,居家护理,否,居家护理,,,,韩国排名第一的老年护理品牌
Careforth,,养老服务,专业护理|护理平台,专业护理,否,专业护理,,,,为家庭照顾者提供帮助
Carefull,,文娱社交|金融保险,养老金融|文娱|社交平台,文娱,否,文娱,,,,AI帮助银行和理财顾问保护老年客户免受金融诈骗
Carefull,,文娱社交|金融保险,养老金融|文娱|社交平台,社交平台,否,社交平台,,,,AI帮助银行和理财顾问保护老年客户免受金融诈骗
Caregiver Media Group,,养老服务|文娱社交,居家护理|行业媒体,居家护理,否,居家护理,,,,《今日护理员》杂志，护理书籍和会议
Carl,,医疗健康|消费品,康复医疗|智能硬件|认知症,认知症,否,认知症,,,,痴呆症友好型设备开发商，简化护理管理
Carl,,医疗健康|消费品,康复医疗|智能硬件|认知症,智能硬件,否,智能硬件,,,,痴呆症友好型设备开发商，简化护理管理
Center Well,,养老服务|医疗健康,专业护理|健康管理,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,Humana将老年护理诊所和Kindred at Home整合为CenterWell品牌
Center Well,,养老服务|医疗健康,专业护理|健康管理,专业护理,否,专业护理,,,,Humana将老年护理诊所和Kindred at Home整合为CenterWell品牌
ChenMed,,医疗健康,健康管理,健康管理,否,健康管理,,,,Oak Street竞争对手，强调更高医患配比和医生强化培训
Citizen Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,AI消费者健康平台，构建全面知识库
Cityblock Health,,医疗健康|文娱社交,慢病管理|文娱|社交平台,文娱,否,文娱,,,,服务不足社区的复杂疾病提供商，估值57亿美元，年收入超10亿
Cityblock Health,,医疗健康|文娱社交,慢病管理|文娱|社交平台,社交平台,否,社交平台,,,,服务不足社区的复杂疾病提供商，估值57亿美元，年收入超10亿
Clara Home Care,,养老服务,居家护理|护理平台,居家护理,否,居家护理,,,,在线平台连接需要居家护理的家庭与护理人员
Clever Care Health Plan,,金融保险,产业资本|保险,产业资本,是,产业资本,保险,产业资本为背景标签，真实业务为保险（建议移除）,,文化包容性Medicare Advantage计划，东方福利
Cohere Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,AI简化健康计划和提供商的事先授权
Compassus,,养老服务|医疗健康,临终关怀|居家护理,居家护理,否,居家护理,,,,美国家庭护理领先者，提供家庭保健、输液治疗、姑息治疗和临终关怀
Concerto Care,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,家庭护理服务提供商
Concerto Care,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,家庭护理服务提供商
Credo Health,,文娱社交|智能科技,数字化|文娱|社交平台,文娱,否,文娱,,,,AI医疗记录收集和分析，促进价值型护理
Credo Health,,文娱社交|智能科技,数字化|文娱|社交平台,社交平台,否,社交平台,,,,AI医疗记录收集和分析，促进价值型护理
CVS Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,收购Oak Street Health、Amedisys等，布局老年护理
Daughterhood,,养老服务|文娱社交,护理平台|文娱|社交平台,文娱,否,文娱,,,,为照顾年长父母的看护人提供支持，书籍推荐
Daughterhood,,养老服务|文娱社交,护理平台|文娱|社交平台,社交平台,否,社交平台,,,,为照顾年长父母的看护人提供支持，书籍推荐
DigitalOwl,,文娱社交|智能科技,AI科技|社交平台,社交平台,否,社交平台,,,,AI和机器学习为付款人提供医疗文件分析
Dimer Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,机器学习预测哪些患者有再入院风险
DoorSpace,,医疗健康,健康管理,健康管理,否,健康管理,,,,医疗保健领域首个员工关系管理系统
eargym,,文娱社交|消费品,助听器|文娱|社交平台,文娱,否,文娱,,,,个性化听力健康伴侣APP，沉浸式游戏提高听力
eargym,,文娱社交|消费品,助听器|文娱|社交平台,社交平台,否,社交平台,,,,个性化听力健康伴侣APP，沉浸式游戏提高听力
Elidah,,养老服务|医疗健康|消费品,专业护理|康复医疗|智能硬件,专业护理,否,专业护理,,,,Elitone治疗压力性尿失禁的非侵入性方法
Elidah,,养老服务|医疗健康|消费品,专业护理|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,Elitone治疗压力性尿失禁的非侵入性方法
Ellipsis Health,,文娱社交|智能科技,AI科技|文娱|社交平台,文娱,否,文娱,,,,融资很高，不是面向老人的
Ellipsis Health,,文娱社交|智能科技,AI科技|文娱|社交平台,社交平台,否,社交平台,,,,融资很高，不是面向老人的
ElliQ,,文娱社交,文娱|社交平台,文娱,是,文娱,陪伴机器人,实为陪伴机器人,,ElliQ是以色列Intuition Robotics开发的AI老年社交陪伴机器人，能主动发起对话、提醒服药、推荐活动，
ElliQ,,文娱社交,文娱|社交平台,社交平台,是,社交平台,陪伴机器人,实为陪伴机器人,,ElliQ是以色列Intuition Robotics开发的AI老年社交陪伴机器人，能主动发起对话、提醒服药、推荐活动，
Embr Labs,,养老服务|医疗健康,健康监测|适老化,健康监测,否,健康监测,,,,通过温度解决健康问题，管理潮热、睡眠、压力
Embr Labs,,养老服务|医疗健康,健康监测|适老化,适老化,否,适老化,,,,通过温度解决健康问题，管理潮热、睡眠、压力
Family First,,养老服务|金融保险,专业护理|产业资本|护理平台,专业护理,否,专业护理,,,,与雇主和保险公司合作提供护理支持
Family First,,养老服务|金融保险,专业护理|产业资本|护理平台,产业资本,是,产业资本,专业护理,产业资本为背景标签，真实业务为专业护理（建议移除）,,与雇主和保险公司合作提供护理支持
findhelp,,养老服务|医疗健康,SODH|专业护理,专业护理,否,专业护理,,,,"美国领先的社会护理网络，536,269个计划地点"
flyte,,养老服务,专业护理,专业护理,否,专业护理,,,,尿失禁治疗科技服务商
Friendi.fi,,文娱社交,文娱|社交平台|陪伴机器人,文娱,否,文娱,,,,生成式AI模型提供高信任度对话关系
Friendi.fi,,文娱社交,文娱|社交平台|陪伴机器人,社交平台,否,社交平台,,,,生成式AI模型提供高信任度对话关系
Gather Health,,养老服务|医疗健康,SODH|居家护理,居家护理,否,居家护理,,,,为老年人提供社会初级保健，面对面+虚拟
GeoH,,养老服务|智能科技,专业护理|照护系统,专业护理,否,专业护理,,,,家庭护理管理和支付软件
GetSetUp,,文娱社交,教育|文娱,文娱,否,文娱,,,,线上老年学习与社交融合，疫情后爆发式增长
Glooko,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,为慢性疾病患者提供医疗技术和联网医疗平台
GoodRx,,医疗健康,健康管理|药品,健康管理,是,健康管理,药品,中医/中药/处方药属药品,,比较不同药店处方药价格，已上市
Grace,,养老服务|女性健康,专业护理|女性健康服务,专业护理,否,专业护理,,,,专为女性设计的可持续健康品牌，膀胱渗漏
Grayce,,养老服务|医疗健康,SODH|专业护理,专业护理,否,专业护理,,,,综合性社会护理平台，数字工具+社会工作者专业知识
GroundGame Health/SameSky Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,为医疗资源匮乏的患者提供医疗服务，合并
Growl,,文娱社交,健身|文娱|社交平台,文娱,否,文娱,,,,家庭健身AI互动拳击教练，面向全年龄段
Growl,,文娱社交,健身|文娱|社交平台,社交平台,否,社交平台,,,,家庭健身AI互动拳击教练，面向全年龄段
Hamilton Health Box,,医疗健康,健康管理,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,微型诊所在医疗资源匮乏地区提供初级保健
Harbor Health,,医疗健康,健康管理,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,初级和专科诊所集团
HarmonyCares,,养老服务|医疗健康,健康管理|居家护理,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,家庭初级保健提供商，15个州7万+患者
HarmonyCares,,养老服务|医疗健康,健康管理|居家护理,居家护理,否,居家护理,,,,家庭初级保健提供商，15个州7万+患者
Hazel,,养老服务,专业护理,专业护理,否,专业护理,,,,为40-70岁女性开发现代失禁尿布
HealthArc,,养老服务|医疗健康,专业护理|护理平台|远程医疗,专业护理,否,专业护理,,,,远程患者监控、护理和协调平台
HealthSnap,,养老服务|医疗健康,专业护理|慢病管理|虚拟护理,专业护理,否,专业护理,,,,慢性病管理的虚拟护理管理平台
Hedia,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,糖尿病管理数字疗法，糖尿病助手
Hello Heart,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,心脏健康管理，无线血压袖带+APP跟踪
hellocare.ai,,养老服务|智能科技,AI科技|专业护理|虚拟护理,专业护理,否,专业护理,,,,AI辅助虚拟护理服务，主要服务医院
Help-full,,文娱社交,文娱|陪伴服务,文娱,否,文娱,,,,将老年人与有共同兴趣的人配对，做饭、洗衣等
Helper bees,,养老服务,居家护理|适老化,居家护理,否,居家护理,,,,技术平台，连接保险公司与非医疗居家服务提供商，服务覆盖43家大型支付方和2万+服务商，涵盖居家护理、适老化改造、送餐、保
Helper bees,,养老服务,居家护理|适老化,适老化,否,适老化,,,,技术平台，连接保险公司与非医疗居家服务提供商，服务覆盖43家大型支付方和2万+服务商，涵盖居家护理、适老化改造、送餐、保
