name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel
Dorvie,,文娱社交,陪伴服务,B2B,服务商(媒体/数据),
Dwellr,,生活照护,护理平台,B2B+B2C,平台,
Eargo,,消费品,助听器,B2B,服务商(媒体/数据),
eargym,,文娱社交;消费品,助听器;社交平台;老年文娱,B2C,平台,线上
Elektra Health,,医疗健康;女性健康,女性健康服务;慢病管理;更年期;远程医疗,B2B+B2C,服务商,
Elidah,,康复辅具;消费品;生活照护,专业护理;康复;智能硬件,未标注,制造商(硬件/设备),
Ellipsis Health,,文娱社交;智能科技,AI科技;社交平台;老年文娱,B2C,平台,
ElliQ,,文娱社交,社交平台;老年文娱,B2B+B2C,服务商,
Embodied,,文娱社交,陪伴机器人,B2B+B2C,服务商,
Embr Labs,,医疗健康;消费品,健康监测;辅具,B2B,服务商(媒体/数据),
Evernow,,医疗健康;女性健康,女性健康服务;更年期,B2B,服务商(媒体/数据),
Family First,,生活照护;金融保险,专业护理;产业资本;护理平台,B2B+B2C,服务商,
findhelp,,医疗健康;生活照护,SODH;专业护理,B2B+B2C,服务商,
Float,,产业服务,医护配置,B2B,服务商(媒体/数据),
flyte,,生活照护,专业护理,B2B,技术服务商,
Foodsmart,,医疗健康;食品营养,营养食品;远程医疗,B2C,制造商(消费品),
Foundation Partners Group,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Friendi.fi,,文娱社交,社交平台;老年文娱;陪伴机器人,B2B,技术服务商,
Gather Health,,医疗健康;生活照护,SODH;居家护理,未标注,服务商,
Gennev,,医疗健康;女性健康,女性健康服务;更年期,B2B,服务商(媒体/数据),
GeoH,,智能科技;生活照护,专业护理;照护系统,B2B+B2C,服务商,
GetSetUp,,文娱社交,教育;老年文娱,B2B,服务商(媒体/数据),线上
Glooko,,医疗健康,健康监测;慢病管理,B2B,技术服务商,
GoodRx,,医疗健康,健康管理,未标注,上市公司,
Grace,,医疗健康;生活照护,专业护理;女性健康服务,B2B,服务商(媒体/数据),
Grand Circle,,文娱社交,旅游,B2B,服务商(媒体/数据),
Grayce,,医疗健康;生活照护,SODH;专业护理,B2B+B2C,服务商,
GroundGame Health/SameSky Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Grow Therapy,,医疗健康,心理健康服务,B2B+B2C,服务商,
Growl,,文娱社交,健身;社交平台;老年文娱,B2B,技术服务商,
Guaranteed Health,,医疗健康,临终关怀;慢病管理;远程医疗,B2B+B2C,服务商,
Halmek,,产业服务;渠道零售,电商;银发日用;银发零售,B2B,服务商(媒体/数据),
Hamilton Health Box,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Harbor Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
HarmonyCares,,医疗健康;生活照护,健康管理;居家护理,未标注,服务商,
Hazel,,生活照护,专业护理,B2B,服务商(媒体/数据),
Headway,,医疗健康,心理健康服务,B2B+B2C,服务商,
HealthArc,,医疗健康;生活照护,专业护理;护理平台;远程医疗,B2B+B2C,服务商,
HealthSnap,,医疗健康;生活照护,专业护理;慢病管理;虚拟护理,B2B+B2C,服务商,
Hedia,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,
Hello Heart,,医疗健康,健康监测;慢病管理,B2B,服务商(媒体/数据),线上
hellocare.ai,,智能科技;生活照护,AI科技;专业护理;虚拟护理,B2B,技术服务商,
Help-full,,文娱社交,老年文娱;陪伴服务,B2B,服务商(媒体/数据),
Helper bees,,生活照护,居家护理;适老化产品,B2B+B2C,服务商,
Heyday Health,,生活照护;金融保险,产业资本;居家护理,B2B+B2C,服务商,
Hibiscus Health,,医疗健康,健康监测;慢病管理,B2B,技术服务商,
HiDO,,医疗健康;康复辅具;消费品,健康管理;康复;智能硬件,B2B+B2C,制造商(硬件/设备),线上
Homeage,,医疗健康,健康管理,B2B,服务商(媒体/数据),
HomeCare.com,,生活照护,护理平台,B2B+B2C,服务商,
Huel,,食品营养,营养食品,B2C,制造商(消费品),
Hyfe AI,,医疗健康;文娱社交,健康监测;社交平台;老年文娱,B2B,技术服务商,
Ilant Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Imperative Care,,医疗健康,慢病管理,B2B+B2C,服务商,
In-House Health,,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
Incredible Health,,产业服务,医护配置,B2B,服务商(媒体/数据),
Infinitus Systems,,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
InHome Therapy,,康复辅具;消费品;生活照护,居家护理;康复;智能硬件,B2B+B2C,服务商,
Isaac Health,,医疗健康,认知症,B2B+B2C,服务商,
Jellydrops,,医疗健康,认知症,B2B,服务商(媒体/数据),
JOGO Health,,医疗健康;消费品,心理健康服务;慢病管理;智能硬件;认知症,未标注,制造商(硬件/设备),
joyforall,,医疗健康;文娱社交,老年文娱;认知症,B2B+B2C,服务商,
K4Connect,,养老住房,适老化改造,B2B,服务商(媒体/数据),
Kalogon,,产业服务;消费品,智能硬件;银发日用,B2B,服务商(媒体/数据),
Keep Company,,生活照护,专业护理,B2B+B2C,服务商,
Kemtai,,产业服务;文娱社交;消费品,健身;感官辅助;眼镜,B2B,技术服务商,
Kins,,医疗健康;生活照护,专业护理;健康管理;居家护理,B2B+B2C,服务商,
Kinto,,医疗健康;文娱社交;智能科技,AI科技;社交平台;老年文娱;认知症,B2B,技术服务商,
Kismet,,生活照护,护理平台,B2B+B2C,服务商,
Koda Health,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
Labrador Systems,,智能科技;消费品,机器人;辅具,B2B+B2C,服务商,
Lace AI Pro,,产业服务;消费品,助听器;感官辅助,未标注,服务商,
Ladder,,文娱社交,健身;老年文娱,B2C,服务商,
LifeAfterMe,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
LifeBio,,医疗健康;文娱社交,心理健康服务;老年文娱,B2B,技术服务商,
LifeLoop,,养老住房;文娱社交,养老社区;社交平台;老年文娱,B2B+B2C,平台,
Lilli,,医疗健康;文娱社交;消费品,智能硬件;社交平台;老年文娱;远程医疗,B2B,技术服务商,
Linus Health,,医疗健康,认知症,未标注,服务商,
Livara Health,,医疗健康,慢病管理,B2B,服务商(媒体/数据),
Log my Care,,生活照护,护理平台,B2B,服务商(媒体/数据),
Lottie,,生活照护,护理平台,B2B,服务商(媒体/数据),
Lotus Ring,,消费品,智能硬件;辅具,B2B,服务商(媒体/数据),
LUCID (Resonance Rx),,医疗健康;文娱社交,老年文娱;认知症,B2B,技术服务商,
Luminary,,医疗健康;金融保险,临终关怀;养老金融,B2B,服务商,
Mable,,生活照护,护理平台,B2B+B2C,服务商,
Marta,,生活照护,居家护理;护理平台,B2B+B2C,平台,
Maven Clinic,,医疗健康,女性健康服务,B2B,服务商(媒体/数据),
Mealogic,,食品营养,营养食品,B2B,服务商(媒体/数据),
MedArrive,,医疗健康,SODH,B2B,服务商(媒体/数据),
Medisafe,,医疗健康;文娱社交,健康管理;社交平台;老年文娱,B2B,制造商(药),线上
MedMinder,,消费品,智能硬件,B2B+B2C,服务商,
Meela,,文娱社交,社交平台;老年文娱;陪伴机器人,B2B,技术服务商,
Mend,,文娱社交;食品营养,社交平台;老年文娱;营养食品,B2C,制造商(消费品),
Menolabs,,医疗健康;女性健康;食品营养,保健品;女性健康服务;更年期,未标注,服务商,
Metyos,,医疗健康;消费品,慢病管理;智能硬件,B2B+B2C,制造商(硬件/设备),
Midi Health,,女性健康;生活照护,专业护理;更年期;虚拟护理,B2B+B2C,服务商,
Mighty Health,,文娱社交,健身,B2C,制造商(消费品),
Miihealth,,文娱社交,社交平台;老年文娱;陪伴机器人,B2C,制造商(硬件/设备),
MindAhead,,医疗健康,心理健康服务;认知症,B2B,服务商(媒体/数据),
MindMics,,医疗健康,健康监测;慢病管理,B2B,技术服务商,
Modify Health,,食品营养,营养食品,B2C,制造商(消费品),
Modivcare,,医疗健康;生活照护,SODH;专业护理;远程医疗,B2B+B2C,服务商,
Moneta Health,,医疗健康;康复辅具;消费品,康复;智能硬件;认知症;认知训练,B2B+B2C,服务商,
Monogram Health,,医疗健康;生活照护,居家护理;慢病管理,B2B+B2C,平台,
More Life Health,,医疗健康;文娱社交,健康管理;健身,B2C,服务商,
myo,,文娱社交;智能科技,数字化;社交平台;老年文娱,B2B+B2C,服务商,线上
Naborforce,,文娱社交,陪伴服务,B2B,服务商(媒体/数据),
Navel,,文娱社交,老年文娱;陪伴机器人,B2B+B2C,服务商,
NeoSilver,,文娱社交,老年文娱,B2B,服务商(媒体/数据),
NeuroClues,,医疗健康;消费品,健康管理;智能硬件;认知症,B2B+B2C,制造商(硬件/设备),
NeuroNation,,医疗健康,认知症,未标注,制造商(硬件/设备),
NewRetirement,,金融保险,养老金融,B2B,服务商(媒体/数据),
NexStride,,消费品,智能硬件;辅具,B2B+B2C,制造商(硬件/设备),
Nice healthcare,,生活照护,居家护理,B2B+B2C,服务商,
Nirvana,,文娱社交;生活照护;金融保险,保险科技;智慧养老;社交平台;老年文娱,B2B+B2C,服务商,
Nobel Hygiene,,产业服务,银发日用,B2B,服务商(媒体/数据),
Nobi,,医疗健康;消费品,健康监测;智能硬件,B2B,服务商(媒体/数据),
Nomad Health,,产业服务,医护配置,B2B,服务商(媒体/数据),
Nourish,,医疗健康,远程医疗,B2B+B2C,服务商,
NourishedRx,,食品营养,营养食品,B2C,制造商(消费品),
Nudj Health,,医疗健康,SODH,B2B+B2C,服务商,
Omena,,医疗健康;女性健康,健康管理;女性健康服务;更年期,B2C,服务商,
One Medical,,养老住房;医疗健康;文娱社交,健康管理;养老社区;社交平台;老年文娱,B2C,平台,
OneroRx,,医疗健康,远程医疗,B2B,服务商(媒体/数据),
OneStep,,医疗健康,健康监测,B2C,制造商(硬件/设备),
OrCam MyEye 3 Pro,,产业服务;消费品,感官辅助;眼镜;辅具,未标注,服务商,
Osher Lifelong Learning Institutes (OLLI),,文娱社交,教育,B2B,服务商(媒体/数据),
Oshi Health,,医疗健康,健康管理;慢病管理,B2B+B2C,服务商,
Pallie AI,,文娱社交,社交平台;老年文娱;陪伴机器人,B2B,技术服务商,
PanTheryx,,医疗健康;食品营养,健康管理;营养食品,B2B,服务商(媒体/数据),
Pear Suite,,医疗健康;智能科技,SODH;数字化,B2B+B2C,平台,
Pearl Health,,医疗健康;女性健康,女性健康服务;更年期,B2B,服务商(媒体/数据),
PeerLyfe,,医疗健康;文娱社交,SODH;社交平台;老年文娱,B2B+B2C,平台,
PeopleOne Health,,医疗健康;生活照护,专业护理;健康管理,B2B+B2C,服务商,
Perry,,女性健康,更年期,B2B+B2C,平台,
Pillo Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Punto Health,,医疗健康;文娱社交;智能科技,AI科技;社交平台;老年文娱;认知症,B2B,技术服务商,
PurFoods,,食品营养,营养食品,B2B,服务商(媒体/数据),
Pyx Health,,文娱社交;生活照护,专业护理;老年文娱;陪伴机器人,B2B+B2C,服务商,
RapidClaims,,医疗健康;文娱社交;智能科技,AI科技;健康管理;社交平台;老年文娱,B2B,技术服务商,
Redi Health,,医疗健康,健康管理,B2B,制造商(药),
reev.care,,康复辅具;消费品,康复;智能硬件;辅具,未标注,制造商(硬件/设备),
Remodel Health,,金融保险,保险,B2B,服务商(媒体/数据),
Rest Less,,产业服务,就业,B2B,服务商(媒体/数据),
RETISPEC,,医疗健康,认知症,未标注,服务商,
Rune Labs,,医疗健康;智能科技;消费品,心理健康服务;数字化;智能硬件;认知症,B2B,平台,
RxDiet,,文娱社交;智能科技,AI科技;社交平台;老年文娱,B2B,技术服务商,
SafelyYou,,医疗健康;生活照护,专业护理;健康监测;认知症,B2B+B2C,服务商,
Saga,,文娱社交,旅游,B2B,服务商(媒体/数据),
Sage Inc.,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
Sava,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,
Savaria Corporation,萨瓦瑞亚,养老住房;消费品;生活照护,智能硬件;适老化产品;适老化改造,B2B+B2C,制造商(硬件/设备),
SCI (Service Corporation International),,医疗健康,临终关怀,未标注,上市公司,
Season Health,,产业服务;医疗健康,咨询研究;远程医疗,B2C,制造商(消费品),
Senior Planet,,文娱社交,教育,B2B,服务商(媒体/数据),
Senior.com,,产业服务;渠道零售,电商;银发日用;银发零售,B2B+B2C,服务商,
SeniorCare.com,,文娱社交,社交平台;老年文娱,B2B+B2C,服务商,
SeniorHousingLiving,,产业服务;医疗健康;文娱社交;生活照护,健康管理;居家护理;社交平台;老年文娱;行业媒体,B2B+B2C,服务商,
Seniors Helping Seniors,,产业服务;文娱社交,就业;社交平台;老年文娱,B2B+B2C,服务商,
SeniorSafetyAdvice,,产业服务;医疗健康;文娱社交;生活照护,健康管理;居家护理;社交平台;老年文娱;行业媒体,B2B+B2C,服务商,
Senpai,,文娱社交,老年文娱;陪伴机器人,B2B,服务商(媒体/数据),
Sensi.AI,,医疗健康;文娱社交,健康监测;社交平台;老年文娱,B2B,技术服务商,
Sharecare,,医疗健康,健康管理,B2B+B2C,服务商,
ShiftKey,,产业服务,医护配置,B2B,服务商(媒体/数据),
ShiftMed,,产业服务,医护配置,B2B,服务商(媒体/数据),
Sidecar Health,,金融保险,保险,B2B+B2C,服务商,
SiftWell Analytics,,医疗健康;文娱社交;生活照护,智慧养老;社交平台;老年文娱;认知症,B2B,技术服务商,
Signify Health,,医疗健康,健康监测,B2B,服务商(媒体/数据),
SimplyConnect,,医疗健康,SODH,B2B+B2C,服务商,
Sit and Be Fit,,文娱社交,健身;老年文娱,B2C,服务商,
Smithsonian Journeys,,文娱社交,旅游,B2B,服务商(媒体/数据),
Sollis Health,,养老住房;医疗健康;文娱社交,养老社区;社交平台;老年文娱;远程医疗,B2C,平台,
SomaReality,,医疗健康,健康管理;认知症,B2C,服务商,
Somatus,,医疗健康,慢病管理,B2B+B2C,服务商,
Somnee,,医疗健康;文娱社交;智能科技,健康监测;睡眠科技;社交平台;老年文娱,B2B,技术服务商,
Sonova (索诺瓦),Sonova (索诺瓦),消费品,助听器,B2B,服务商(媒体/数据),
Spark Advisors,,金融保险,保险,B2B+B2C,服务商,
SpinSci,,医疗健康;文娱社交,健康管理;社交平台;老年文娱,B2B,技术服务商,
Spring Health,,医疗健康,心理健康服务,B2B,服务商(媒体/数据),
Starling Medical,,医疗健康;消费品,慢病管理;智能硬件;远程医疗,B2B+B2C,制造商(硬件/设备),
Steadiwear,,产业服务;消费品,辅具;银发日用,B2B,服务商(媒体/数据),
Stepful,,产业服务,咨询研究,B2C,服务商,
Stitch,,文娱社交,老年文娱,B2B,服务商(媒体/数据),
Stripes Beauty,,医疗健康;女性健康;食品营养,保健品;女性健康服务;更年期,未标注,服务商,
Strive Health,,医疗健康;生活照护,专业护理;慢病管理,B2B+B2C,服务商,
Sugar.fit,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,
Swift Medical,,智能科技;生活照护,专业护理;数字化,B2B,技术服务商,
Switchboard Health,,生活照护,居家护理,B2B+B2C,服务商,
Talkiatry,,医疗健康;消费品,心理健康服务;智能硬件;认知症,B2B+B2C,服务商,
Teami,,医疗健康,SODH,B2B,服务商(媒体/数据),
Tennr,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Thinkie,,医疗健康,认知症,B2C,制造商(硬件/设备),
Thoughtful AI,,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
Thrive AI Health,,医疗健康;文娱社交;生活照护,慢病管理;智慧养老;社交平台;老年文娱,B2B,技术服务商,
Tia,,医疗健康,女性健康服务,B2B,服务商(媒体/数据),线上;线下
Together by Renee,,医疗健康;文娱社交,健康管理;社交平台;老年文娱,B2B+B2C,服务商,
Toi Labs,,产业服务;消费品,智能硬件;银发日用,B2C,制造商(硬件/设备),
Tomorrow Health,,生活照护,专业护理,B2B+B2C,服务商,
Transcarent,,医疗健康,健康管理,B2B+B2C,服务商,
Tuesday Health,,医疗健康;生活照护,临终关怀;居家护理,B2B+B2C,服务商,
Tuned,,文娱社交;消费品,助听器;社交平台;老年文娱,B2B,技术服务商,
Two Chairs,,医疗健康,心理健康服务,B2B,服务商(媒体/数据),
TympaHealth,,消费品,助听器,B2B,服务商(媒体/数据),
Unfabled,,产业服务;医疗健康;渠道零售;食品营养,保健品;女性健康服务;银发日用;银发零售,未标注,服务商,
UnitedHealth Group (UHG),,医疗健康,健康管理,B2B+B2C,服务商,
Upsidehom,,养老住房,养老社区,B2B,服务商(媒体/数据),
Upward Health,,医疗健康;生活照护,居家护理;慢病管理,B2B+B2C,服务商,
Vayyar,万蕴,医疗健康,健康监测,B2B,服务商(媒体/数据),
vermut,,文娱社交,社交平台;老年文娱,B2C,平台,线上
Vi Health,,医疗健康;女性健康;文娱社交,女性健康服务;更年期;社交平台;老年文娱,B2C,平台,线上
Videra Health,,医疗健康;文娱社交;生活照护,健康管理;智慧养老;社交平台;老年文娱,B2B,技术服务商,
Virtuleap,,医疗健康,认知症;认知训练,B2B,技术服务商,
Visibly,,产业服务;消费品,感官辅助;眼镜;银发日用,未标注,服务商,
Vitable,,医疗健康,健康管理,未标注,服务商,
VitalTech,,医疗健康,慢病管理;远程医疗,B2B+B2C,服务商,
Vitas,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Vivian Labs,,女性健康,更年期,B2B+B2C,服务商,
Vivo,,医疗健康;文娱社交,健康管理;健身,B2C,服务商,
Voiceitt,,文娱社交;消费品,社交平台;老年文娱;辅具,B2B,技术服务商,
Vori Health,,医疗健康,健康管理,B2B+B2C,服务商,
Voxela,,医疗健康;文娱社交;生活照护,健康监测;智慧养老;社交平台;老年文娱,B2B,技术服务商,
Vyld,,生活照护,专业护理,B2B,服务商(媒体/数据),
VyncaCare,,医疗健康;生活照护,专业护理;临终关怀,B2B+B2C,服务商,
Waterlily,,文娱社交;生活照护,居家护理;智慧养老;社交平台;老年文娱,B2B,技术服务商,
Watershed Health,,生活照护,护理平台,B2B+B2C,服务商,
Welbi,,养老住房;医疗健康,健康管理;养老机构,B2B+B2C,平台,
Wesper,,医疗健康,健康监测;认知症,B2B+B2C,服务商,
Wheel,,智能科技;生活照护,专业护理;数字化;虚拟护理,B2B+B2C,服务商,
Wheel the World,,文娱社交,旅游,B2B,服务商(媒体/数据),
Wile,,女性健康;食品营养,更年期;营养食品,B2B,服务商(媒体/数据),
Xander Glasses,,文娱社交;消费品,眼镜;老年文娱,B2B,服务商(媒体/数据),
YgEia3,,食品营养,营养食品,B2B,服务商(媒体/数据),
Yurtle,,智能科技;生活照护;金融保险,保险;居家护理;数字化,B2B+B2C,服务商,
Zen Sleep,,医疗健康,健康监测;认知症,B2B+B2C,服务商,
Zing Health,,医疗健康;金融保险,SODH;保险,B2B,服务商(媒体/数据),
Zinnia,,医疗健康,认知症,B2B,服务商(媒体/数据),
Ōmcare,,医疗健康,健康管理,B2B,制造商(药),
ŌURA,欧若拉,医疗健康;消费品,健康监测;智能硬件,B2B,服务商(媒体/数据),
大和房屋工业 (Daiwa House),大和房屋工业 (Daiwa House),养老住房,适老化改造,B2B,服务商(媒体/数据),
积水房屋 (Sekisui House),积水房屋 (Sekisui House),养老住房;生活照护,适老化产品;适老化改造,B2B,服务商(媒体/数据),
茑屋书店,茑屋书店,养老住房,养老社区,B2B,服务商(媒体/数据),
茜会,茜会,文娱社交,相亲,B2B,服务商(媒体/数据),线下
Ashiana Housing,,养老住房,养老社区,B2B,服务商(媒体/数据),
Club Tourism,,文娱社交,旅游,B2C,服务商,
HealthKart,,食品营养,保健品;营养食品,B2C,制造商(消费品),
Ivory,,医疗健康,认知症,未标注,服务商,
Khyaal,,文娱社交,老年文娱,B2B,服务商(媒体/数据),
Nikko Travel,,文娱社交,旅游,未标注,上市公司,
Partner Agent,,文娱社交,相亲,B2B,服务商(媒体/数据),
Seniorworld,,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
镰仓新书,镰仓新书,医疗健康,临终关怀,未标注,上市公司,
Landmark Health,,生活照护,居家护理,B2B+B2C,平台,
Optum (Home & Community),,文娱社交;生活照护,专业护理;居家护理;老年文娱,B2B+B2C,平台,
DispatchHealth,,生活照护,专业护理;居家护理,B2B+B2C,平台,
Medically Home,,生活照护,居家护理,B2B+B2C,平台,
Iora Health,,生活照护;金融保险,产业资本;护理平台,B2B+B2C,服务商,
Philips (Lifeline),飞利浦（Lifeline）,消费品;生活照护;金融保险,产业资本;居家护理;智能硬件,B2C,制造商(硬件/设备),
Best Buy Health,百思买健康,医疗健康;生活照护,居家护理;慢病管理,B2B+B2C,平台,
Encompass Health,,医疗健康;生活照护,专业护理;居家护理;远程医疗,未标注,上市公司,
AccentCare,,生活照护,专业护理;居家护理,B2B+B2C,服务商,线下
Right At Home,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
LHC Group,,医疗健康;生活照护,临终关怀;居家护理,未标注,上市公司,
Aveanna Healthcare,,医疗健康;生活照护,临终关怀;居家护理,未标注,上市公司,
InnovAge,,养老住房;生活照护,专业护理;养老社区;居家护理,未标注,上市公司,
Addus HomeCare,爱德斯家庭护理,生活照护,专业护理;居家护理,未标注,上市公司,
The Pennant Group,,医疗健康;生活照护,临终关怀;居家护理,未标注,上市公司,
Enhabit,,医疗健康;生活照护,临终关怀;居家护理,未标注,上市公司,
Ready Responders,,医疗健康;生活照护,健康管理;居家护理,B2B+B2C,平台,
Kenbi,,生活照护,居家护理,B2B+B2C,服务商,
Emoha Elder Care,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
BelleVie,,医疗健康;生活照护,专业护理;居家护理;认知症,B2B+B2C,平台,
Voize,,文娱社交;智能科技,数字化;机器人;社交平台;老年文娱,B2B,技术服务商,
Orion,,医疗健康;文娱社交;智能科技;消费品,健康监测;智能硬件;睡眠科技;社交平台;老年文娱,B2B,技术服务商,
Arya Health,,康复辅具;文娱社交;智能科技,康复;数字化;社交平台;老年文娱,B2B,技术服务商,
Nestimate,,金融保险,养老金融,B2B+B2C,服务商,
IO Health Technologies,,医疗健康;文娱社交;智能科技;生活照护,临终关怀;居家护理;数字化;智慧养老;老年文娱,B2B+B2C,平台,
Synchron,,医疗健康;智能科技,AI科技;认知症,B2B,服务商(媒体/数据),
ExaCare AI,,文娱社交;智能科技;生活照护,数字化;智慧养老;社交平台;老年文娱,B2B,技术服务商,
Duos,,文娱社交;生活照护;金融保险,产业资本;保险科技;智慧养老;社交平台;老年文娱,B2B+B2C,服务商,
Google Gemini AI 健康教练,Google Gemini AI 健康教练,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
LambdaVision,,医疗健康;消费品,医疗器械;眼镜,B2B,服务商(媒体/数据),
Hippocratic AI,,文娱社交;智能科技,数字化;社交平台;老年文娱,B2B,技术服务商,
Generation Lab,,智能科技,长寿科技,B2B,制造商(硬件/设备),
Nila,,文娱社交;生活照护,专业护理;旅游,B2B+B2C,服务商,
NewDays,,医疗健康;文娱社交,社交平台;老年文娱;认知症;认知训练;陪伴机器人,B2B+B2C,服务商,
Sunrise Group,,医疗健康;智能科技,健康监测;睡眠科技,B2B,技术服务商,
Eight Sleep,八睡眠,医疗健康;智能科技;消费品,健康监测;智能硬件;睡眠科技,B2B,技术服务商,
Leal Therapeutics,,医疗健康,认知症,B2B,制造商(药),
Jocasta Neuroscience,,医疗健康;智能科技,认知症;长寿科技,B2B,技术服务商,
Wellth,,医疗健康;金融保险,产业资本;健康管理;慢病管理,B2B+B2C,服务商,
SetPoint Medical,,康复辅具;智能科技;消费品,康复;智能硬件;长寿科技,B2B+B2C,制造商(硬件/设备),
世道护理,世道护理,生活照护,专业护理,B2B+B2C,服务商,
Accelera,,康复辅具,康复,B2C,制造商(硬件/设备),
Amba,,智能科技,机器人;照护系统,B2B+B2C,服务商,
Ping,,产业服务,咨询研究,B2B,服务商(媒体/数据),
Clairvoyant Networks,,医疗健康,健康监测;远程医疗,B2B,技术服务商,
Artifcts,,医疗健康,临终关怀,B2C,服务商,
ONSCREEN,,医疗健康,远程医疗,未标注,服务商,
Embodied Labs,,文娱社交,老年文娱,B2C,服务商,
Discover Live,,文娱社交,旅游,B2C,服务商,
MyHelloLine,,医疗健康,心理健康服务,B2B+B2C,服务商,
SuperAging News,,产业服务;渠道零售,行业媒体;银发零售,B2C,平台,线上
JOY FOR ALL,,文娱社交;智能科技,机器人;陪伴机器人,未标注,服务商,
Phoenix Hipwear,,医疗健康,健康监测,未标注,服务商,
Brava,,消费品;食品营养,智能硬件;营养食品,B2B,技术服务商,
Homage,,生活照护,居家护理;护理平台,未标注,服务商,
Trusty.care,,金融保险,保险科技;养老金融,未标注,服务商,
DNX,,医疗健康,健康监测;心理健康服务,未标注,服务商,
Elder,,生活照护,居家护理;护理平台,未标注,服务商,
Patronus,,医疗健康,健康管理,未标注,服务商,
Emoha,,生活照护,居家护理,未标注,服务商,
Lindera,,医疗健康,健康监测,未标注,服务商,
Labrador,,智能科技;消费品,智能硬件;机器人,未标注,服务商,
SmartQare,,医疗健康,健康监测,未标注,服务商,
NurseBuddy,,智能科技,照护系统,未标注,服务商,
Aloe Care Health,,医疗健康,健康监测,未标注,服务商,
GrandCare Systems,,医疗健康;消费品,智能硬件;远程医疗,未标注,服务商,
Cuideo,,生活照护,居家护理;护理平台,未标注,服务商,
Cooey Health,,医疗健康,慢病管理;远程医疗,未标注,服务商,
Senniors,,生活照护,居家护理,未标注,服务商,
GrandPad,,医疗健康;消费品,心理健康服务;智能硬件,未标注,服务商,
LIBIFY,,医疗健康,健康监测,未标注,服务商,
Nourish Care,,智能科技,照护系统,未标注,服务商,
Herewith,,生活照护,居家护理,未标注,服务商,
RetroBrain R&D,,医疗健康,认知症;认知训练,未标注,服务商,
Empassion Health,,智能科技;生活照护,护理平台;照护系统,未标注,服务商,
eCaring,,智能科技,照护系统,未标注,服务商,
Jubo Health,,医疗健康;生活照护,健康监测;居家护理,未标注,服务商,
Aline (Sherpa),,智能科技,照护系统,未标注,服务商,
Smartcare,,智能科技,照护系统,未标注,服务商,
MyndVR,,医疗健康,心理健康服务,未标注,服务商,
CARU,,医疗健康,健康监测,未标注,服务商,
PalCare,,医疗健康;智能科技,健康监测;照护系统,未标注,服务商,
AutumnCare,,智能科技,照护系统,未标注,服务商,
Mon Ami,,智能科技,照护系统,未标注,服务商,
Care Daily,,医疗健康;智能科技,AI科技;健康监测,未标注,服务商,
Caring.com,,产业服务,咨询研究,未标注,服务商,
Eldermark,,智能科技,照护系统,未标注,服务商,
ZIBRIO,,医疗健康,健康监测,未标注,服务商,
Intus Care,,医疗健康;智能科技,AI科技;健康监测,未标注,服务商,
Effectivate,,医疗健康;智能科技,AI科技;认知症;认知训练,未标注,服务商,
Gubbe,,智能科技,照护系统,未标注,服务商,
CareConnectMD,,医疗健康;生活照护,健康管理;居家护理,未标注,服务商,
HaloCare,,医疗健康,远程医疗,未标注,服务商,
Endear Health,,医疗健康,健康管理,未标注,服务商,
Sensi,,医疗健康,健康监测,未标注,服务商,
Sensara,,医疗健康,健康监测,未标注,服务商,
Good Life Sorted,,消费品,智能硬件,未标注,服务商,
Cubigo,,智能科技,数字化,未标注,服务商,
Sage,,医疗健康;智能科技;消费品,AI科技;健康监测;智能硬件,未标注,服务商,
NewLimit,,智能科技,长寿科技,未标注,服务商,
Fountain Life,,智能科技,长寿科技,未标注,服务商,
OneSkin,,智能科技;消费品,个护;长寿科技,未标注,服务商,
Intuition Robotics,,文娱社交;智能科技,机器人;陪伴机器人,未标注,服务商,
Wanda Health,,医疗健康,远程医疗,未标注,服务商,
Percipio Health,,医疗健康,远程医疗,未标注,服务商,
The Helper Bees,,生活照护;金融保险,养老金融;居家护理,未标注,服务商,
Haelo,,医疗健康;消费品,健康监测;智能硬件,未标注,服务商,
